-29.031046,-15.536296
46.514006,11.725500
90.447322,-64.249744
106.771194,-41.161673
0.011685,-10.118864
101.445648,-46.848072
90.809548,-45.298872
-32.476285,53.025286
-52.800258,38.486848
84.520635,-62.304260
-104.808650,9.012666
-72.853508,21.462585
106.289130,-27.284973
107.239777,-44.421154
107.901212,-24.524718
4.135249,-10.783941
101.072622,-56.085837
50.298855,-53.183643
-52.043570,60.741421
70.577356,-24.385381
54.045953,-18.602392
80.801392,-61.202206
64.614551,-48.085773
24.437503,42.583531
56.726530,-41.017287
-39.907664,-9.230945
-107.044996,-23.237595
-109.438454,-18.033903
-105.699181,-22.316564
-108.444436,-12.132946
-111.367763,-8.998384
-110.181579,-8.763583
-101.955732,-27.042589
-103.912076,-24.150302
-68.042518,-27.327444
-104.838354,-11.437411
-103.919295,-22.204243
-106.428879,-10.919322
-95.786860,4.603353
-104.589778,-25.224822
-92.080057,-0.241554
-111.519520,-7.711936
-104.578758,-22.078727
-104.490995,-27.040995
-105.307969,-27.676708
-104.914880,-20.979712
-102.227812,-27.638964
-105.749243,-26.813755
-102.332822,-20.771364
-100.749898,-3.263143
-105.317353,-0.720180
-105.065630,-11.931116
-29.718688,-36.304972
60.547092,-44.119242
-102.167342,-27.092720
-101.698196,2.127003
-92.264674,1.038833
-101.948135,-28.832524
-101.585969,2.749054
-109.736656,-8.023624
-97.533079,4.158981
-84.036798,8.504728
106.190999,-21.618674
-98.276655,4.685309
-98.823808,9.212803
-95.614704,-25.708200
94.009349,3.838362
-106.299001,-27.765958
-98.881265,-0.941503
-62.729130,42.484754
-89.712334,-26.745836
-94.488479,-22.679366
-68.079481,-11.802854
-47.472076,-32.048183
-84.148341,-7.424249
7.316175,56.370514
-84.065342,14.779179
-101.400138,-30.546960
90.548051,-14.173174
50.222397,-17.187541
71.712090,-17.347299
-43.110955,-27.017977
-105.499646,-11.535270
-101.204299,-24.966404
-102.016004,-2.818962
-106.873995,-29.263292
-100.525356,-32.816715
-62.773383,-51.657358
-29.258146,-27.783156
-102.379273,-31.003851
-101.281456,-29.751363
-107.053255,-31.110778
-52.198591,-46.422902
-95.854618,-23.528131
-104.564569,-27.444986
-104.190120,-28.708976
-50.978139,-39.320506
-102.474242,-20.400960
-106.446915,-23.480779
-105.701954,-22.505239
-105.490286,-28.384712
-101.718317,-29.843424
-105.318196,-30.575803
-106.032998,-29.733539
-64.535757,3.734078
-41.336748,12.974681
-53.811980,-34.020554
-42.271082,11.796813
-45.194659,-31.870148
-40.271387,-33.870858
-34.871586,-18.347854
67.345546,-19.767914
-48.711586,-31.748863
-72.344067,-32.762729
-94.824356,-2.169181
-92.810708,-23.642366
-17.588813,63.544386
-108.850577,-2.081740
-80.283813,-29.535148
-90.207862,-0.330772
87.908116,-9.262040
7.764698,4.306850
-106.562954,-1.503643
88.742249,3.119364
-72.633057,-41.324673
-63.220298,-0.195144
-107.231775,-12.594319
-53.699069,-50.699903
-50.236737,-39.971534
-62.388744,-49.406432
-60.130274,-41.965703
-71.492827,-47.995263
-2.263636,-14.175317
-108.389702,-8.830439
86.381074,-3.208708
-113.875925,-5.513681
-17.630279,6.996252
-36.709026,-1.705201
-107.204861,-30.863593
-99.474386,-28.597510
-106.823101,-22.014455
-39.890002,-16.677750
-42.182846,50.062765
35.474396,43.278137
-60.487475,-33.509342
-50.909091,-27.461288
-40.399759,-14.333764
-55.389652,11.718678
-73.542339,-26.294780
-29.028942,23.974567
-44.157215,-37.891080
34.993747,34.499507
-46.228059,-34.882593
-39.664711,47.270744
-40.565981,-0.731556
-80.724878,18.091961
-5.118226,17.566246
47.489216,3.155819
-77.685104,-18.012377
-107.527150,-5.215687
-23.477491,17.329063
27.871698,17.871728
-24.158247,7.246464
-54.661479,-32.559705
-58.044852,-17.239781
-48.212391,-35.348547
-60.274895,4.418991
-57.925750,-37.392841
-108.288854,-23.030346
-49.061063,-22.443519
-75.871152,-42.578618
-24.359269,22.505119
-43.683090,-1.317061
-24.283844,12.718887
-37.352930,-33.389570
-34.582962,-9.376012
0.815170,27.696649
-13.646943,35.207507
-24.888593,34.911162
-57.691738,0.791757
-30.313655,-6.010913
-70.025400,-15.128734
-24.207358,14.284404
34.784449,17.773930
37.721787,23.073397
-13.918204,53.055672
-81.955886,17.792415
20.980172,27.276750
-61.678721,2.938413
-39.860563,23.705409
29.110092,31.691932
-14.171541,54.872413
15.003247,38.127477
-50.168480,-0.426765
-65.269944,-26.265776
34.276204,34.880706
-116.086415,-5.753455
-0.689503,25.890208
-53.922175,-20.183208
-52.479396,-19.716712
-40.272145,22.338570
24.993508,40.279488
-41.186175,43.325653
-46.122095,56.009454
-47.725217,46.163207
-53.894622,-3.381599
-30.843863,34.806985
-38.791335,40.208474
-71.826823,5.616280
23.459578,54.244760
-57.275614,-25.466483
-69.261619,-13.003773
-75.116712,-28.377674
-18.548598,55.674384
-31.493569,58.400501
-17.874138,42.991873
-35.268866,34.006768
5.830474,42.011171
32.084563,24.466398
-60.950900,30.028329
-34.891310,26.689632
28.924329,30.030824
45.039387,18.978299
-32.066788,25.936848
7.789814,31.630291
22.004246,23.308755
32.706704,31.059765
2.441656,68.784104
-36.609490,-10.916585
13.728908,30.272395
-2.103809,26.424933
22.726848,19.659379
-56.954015,30.437371
5.577215,29.044054
-39.203767,53.025801
-29.091384,31.957162
13.928803,44.425615
-74.673047,-0.893265
-34.711174,-5.660631
16.238218,45.473228
